frame_index,read_ok,t_before_read_ns,t_after_read_ns
0,1,18549419054764,18549439130124
1,1,18549439140980,18549461175601
2,1,18549461181605,18549479406216
3,1,18549479412116,18549499631908
4,1,18549499636776,18549519813566
5,1,18549519818713,18549539183035
6,1,18549539186687,18549559219731
7,1,18549559224284,18549579119217
8,1,18549579123138,18549599468266
9,1,18549599473931,18549619206217
10,1,18549619211020,18549639396719
11,1,18549639401880,18549659490596
12,1,18549659494486,18549679217351
13,1,18549679221924,18549699298275
14,1,18549699318674,18549719132552
15,1,18549719137445,18549739463638
16,1,18549739468203,18549763800477
17,1,18549763805218,18549783204608
18,1,18549783209047,18549803101968
19,1,18549803107110,18549823289293
20,1,18549823294255,18549843427623
21,1,18549843433225,18549863503049
22,1,18549863507101,18549883158683
23,1,18549883163569,18549903867038
24,1,18549903872993,18549923458249
25,1,18549923463498,18549943818250
26,1,18549943823132,18549963218157
27,1,18549963222294,18549983245683
28,1,18549983250531,18550003300037
29,1,18550003305252,18550023472138
30,1,18550023478633,18550043444951
31,1,18550043449297,18550064054612
32,1,18550064059097,18550083020043
33,1,18550083025152,18550103094301
34,1,18550103098239,18550123212883
35,1,18550123218124,18550143507536
36,1,18550143512691,18550163527277
37,1,18550163533494,18550183611303
38,1,18550183625864,18550203175329
39,1,18550203179851,18550223131756
40,1,18550223135819,18550243309810
41,1,18550243315213,18550263565224
42,1,18550263569374,18550283393705
43,1,18550283398309,18550304268429
44,1,18550304273276,18550324078363
45,1,18550324099029,18550344372022
46,1,18550344396423,18550363841141
47,1,18550363845470,18550383378980
48,1,18550383383664,18550403020530
49,1,18550403025571,18550423335095
50,1,18550423339216,18550443136012
51,1,18550443140664,18550463485621
52,1,18550463490124,18550482962055
53,1,18550482966999,18550503248027
54,1,18550503252540,18550527076434
55,1,18550527081659,18550547225552
56,1,18550547230350,18550569352643
57,1,18550569362706,18550586925579
58,1,18550586930201,18550607912705
59,1,18550607916601,18550627513296
60,1,18550627522447,18550648400134
61,1,18550648405042,18550670059972
62,1,18550670065162,18550686967791
63,1,18550686971833,18550707198034
64,1,18550707201733,18550727263645
65,1,18550727273691,18550748402778
66,1,18550748406807,18550767539750
67,1,18550767543862,18550786874484
68,1,18550786878766,18550807008748
69,1,18550807013320,18550827184081
70,1,18550827188921,18550848806713
71,1,18550848810805,18550867330939
72,1,18550867335137,18550887026432
73,1,18550887032211,18550907234575
74,1,18550907239205,18550927021953
75,1,18550927026375,18550947574085
