frame_index,t_monotonic_ns
202,140821170484780
203,140821190355625
204,140821210255247
205,140821230265822
206,140821250298270
207,140821274315211
208,140821294222608
209,140821314381437
210,140821334183586
211,140821354434755
212,140821374180120
213,140821394262970
214,140821414057856
215,140821434241071
216,140821454226770
217,140821474270097
218,140821494036617
219,140821515460667
220,140821534463056
221,140821554413827
222,140821574307454
223,140821594172115
224,140821614143708
225,140821634177394
226,140821654431707
227,140821674305283
228,140821694289183
229,140821714225978
230,140821734201703
231,140821754228751
232,140821778616280
233,140821798330283
234,140821819003925
235,140821838357616
236,140821858177792
237,140821878115039
238,140821898297215
239,140821918139962
240,140821938181610
241,140821958221339
242,140821978137093
243,140821998164961
244,140822020350705
245,140822038395291
246,140822058237837
247,140822078300566
248,140822098263240
249,140822118083494
250,140822138246414
251,140822158067534
252,140822178185821
253,140822198117233
254,140822217999638
255,140822239080138
256,140822258177521
257,140822282696151
258,140822302366025
259,140822322227526
260,140822342157261
261,140822362278133
262,140822382133299
263,140822402151838
264,140822423489622
265,140822442303616
266,140822462178011
267,140822482129170
268,140822502078210
269,140822522694118
270,140822542438026
271,140822563505090
272,140822582255546
273,140822602280518
274,140822622213992
275,140822642255661
276,140822664501206
277,140822685771929
278,140822706003310
279,140822722602574
280,140822743855898
281,140822763544083
282,140822788695624
283,140822808886213
284,140822828314630
285,140822847696882
286,140822869142355
287,140822887724034
288,140822906511372
289,140822927055642
290,140822946712526
291,140822967213203
292,140822986669003
293,140823008955889
294,140823026548906
295,140823046731125
296,140823066034622
297,140823085942461
298,140823105885921
299,140823125887171
300,140823145955927
301,140823165784976
302,140823185917233
303,140823205902274
304,140823227221724
305,140823246163032
306,140823267000909
307,140823290037028
308,140823310393243
309,140823329958639
310,140823349932787
311,140823369849583
312,140823389858216
313,140823409815188
314,140823429870292
315,140823449878151
316,140823469940478
317,140823489872783
318,140823509858650
319,140823530092928
320,140823550095006
321,140823569857757
322,140823589898334
323,140823609862898
324,140823630759704
325,140823650043823
326,140823669742572
327,140823689876098
328,140823709722279
329,140823729849748
330,140823749918160
331,140823770859286
332,140823794304456
333,140823814296318
334,140823834229726
335,140823854144304
336,140823874259180
337,140823894303065
338,140823914050932
339,140823934265000
340,140823954916913
341,140823974366145
342,140823994195063
343,140824014040042
344,140824034901350
345,140824054069199
346,140824073982964
347,140824094045109
348,140824113987440
349,140824133872497
350,140824153940747
351,140824173853473
352,140824193971941
353,140824213916584
354,140824233887229
355,140824253850951
356,140824275409325
357,140824300066416
358,140824317975407
359,140824337819980
360,140824357908011
361,140824377829432
362,140824397944112
363,140824417844911
364,140824438077182
365,140824457908565
366,140824477925226
367,140824497830018
368,140824517878375
369,140824538061081
370,140824558004367
371,140824577822101
372,140824597882164
373,140824617904655
374,140824637862321
375,140824657751354
376,140824677933728
377,140824697893259
378,140824717897672
379,140824737888921
380,140824757759193
381,140824779266424
382,140824802077092
383,140824822548050
384,140824842018883
385,140824862903587
386,140824882132368
387,140824902049102
388,140824922026517
389,140824941723420
390,140824961856078
391,140824981902355
392,140825002070977
393,140825021946599
394,140825043654806
395,140825063545061
396,140825083008751
397,140825103588668
398,140825123841152
399,140825143084622
400,140825162275728
401,140825182152843
402,140825205074405
403,140825224357061
404,140825242403619
405,140825262770590
406,140825284076380
407,140825309564962
408,140825330089834
409,140825347849563
410,140825366717179
411,140825387784604
412,140825409762575
413,140825427393318
414,140825447857517
415,140825466683694
416,140825486342671
417,140825506408255
418,140825527051105
419,140825546343658
420,140825567298994
421,140825586389585
422,140825606372822
423,140825627688580
424,140825646347606
425,140825666312453
426,140825686890220
427,140825706313079
428,140825726277791
429,140825746017702
430,140825766149865
431,140825786425470
432,140825810382918
433,140825830420990
434,140825850284269
435,140825870171589
436,140825890097419
437,140825910264338
438,140825930178560
439,140825951403437
440,140825970294347
441,140825990298805
442,140826011716402
443,140826032278654
444,140826051412531
445,140826070274266
446,140826090369244
447,140826110250555
448,140826130161605
449,140826150190371
450,140826170125827
451,140826190180754
452,140826210048859
453,140826230319702
454,140826250162001
455,140826270715360
456,140826290691639
457,140826314924808
458,140826334267576
459,140826354232732
460,140826374170516
461,140826394242791
462,140826414044856
463,140826434332128
464,140826454109733
465,140826474303282
466,140826494101012
467,140826516139318
468,140826538716586
469,140826555243036
470,140826574513517
471,140826594650929
472,140826614591243
473,140826637983505
474,140826656069007
475,140826677080281
476,140826697266174
477,140826717369202
478,140826733968170
479,140826753986550
480,140826773851336
481,140826794156872
482,140826818228100
483,140826837824794
484,140826858199764
485,140826878066707
486,140826897893119
487,140826921049694
488,140826939753664
489,140826958930218
490,140826979470983
491,140827001732409
492,140827023155592
493,140827041691026
494,140827058140628
495,140827083940026
496,140827098299234
497,140827118115870
498,140827138320150
499,140827158170039
500,140827181698989
501,140827198754695
502,140827218611468
503,140827238346619
504,140827258412231
505,140827278317633
506,140827298562816
507,140827322235798
508,140827342172336
509,140827362094690
510,140827382205836
511,140827402078644
512,140827422153001
513,140827442086038
514,140827462057092
515,140827482101945
516,140827502203009
517,140827522149569
518,140827542232594
519,140827562286300
520,140827585227390
521,140827602228984
522,140827624288100
523,140827642580035
524,140827665770671
525,140827684853759
526,140827704330014
527,140827722404970
528,140827743407056
529,140827765520766
530,140827782725641
531,140827803708904
532,140827831160828
533,140827850031607
534,140827868776162
535,140827888895778
536,140827906469491
537,140827927983654
538,140827949449079
539,140827968303566
540,140827989171645
541,140828007282726
542,140828029278351
543,140828048912690
544,140828071343342
545,140828087555122
546,140828107470160
547,140828128826657
548,140828147687549
549,140828166583703
550,140828186853368
551,140828209639486
552,140828229139324
553,140828248540241
554,140828266796201
555,140828287102992
556,140828309737900
557,140828333105614
558,140828352591440
559,140828370886035
560,140828390761521
561,140828413247539
562,140828430428766
563,140828451011350
564,140828470187069
565,140828490265743
566,140828512669048
567,140828530198025
568,140828550127874
569,140828570978148
570,140828590250750
571,140828610296259
572,140828630131260
573,140828650247918
574,140828670141672
575,140828690369808
576,140828710237037
577,140828730259959
578,140828750226991
579,140828770202861
580,140828790837627
581,140828810421063
582,140828834318273
583,140828854178414
584,140828874226786
585,140828894869895
586,140828914176586
587,140828934036947
588,140828954187270
589,140828974219946
590,140828994247432
591,140829014187468
592,140829034178058
593,140829054901409
594,140829074088545
595,140829093976639
596,140829113939781
597,140829134122517
598,140829153974939
599,140829173954985
600,140829193793581
601,140829213999076
602,140829234052679
603,140829253998996
604,140829274077661
605,140829294862894
606,140829318887513
607,140829338132217
608,140829358163522
609,140829378253586
610,140829397928119
611,140829417987617
612,140829438328776
613,140829457956841
614,140829478100773
615,140829497980734
616,140829517951993
617,140829537984697
618,140829558281368
619,140829578241509
620,140829597955961
621,140829618187578
622,140829638230852
623,140829658112357
624,140829678066527
625,140829698225454
626,140829718067612
627,140829737997010
628,140829757840046
629,140829777932133
630,140829798871512
631,140829818034768
632,140829842000259
633,140829861926171
634,140829882121651
635,140829901794532
636,140829921978075
637,140829941946501
638,140829962164189
639,140829982245857
640,140830002294569
641,140830022004572
642,140830042818070
643,140830065043906
644,140830082708257
645,140830102542500
646,140830122465559
647,140830142703580
648,140830162170546
649,140830182634239
650,140830202284439
651,140830222661749
652,140830242442358
653,140830262510761
654,140830282464635
655,140830302122942
656,140830321949325
657,140830346288422
658,140830366233062
659,140830386497516
660,140830406026219
661,140830426329318
662,140830446000729
663,140830466299271
664,140830486632706
665,140830506660143
666,140830526500814
667,140830547176530
668,140830566345175
669,140830586149065
670,140830606316205
671,140830625990683
672,140830646087113
673,140830665787438
674,140830685912753
675,140830705960418
676,140830725925758
677,140830745991388
678,140830765988929
679,140830785899850
680,140830806807926
681,140830826357793
682,140830850217185
683,140830870026985
684,140830890188588
685,140830910558773
686,140830930634607
687,140830951330089
688,140830970352557
689,140830990430592
690,140831009967788
691,140831030703819
692,140831051335721
693,140831070257313
694,140831090327854
695,140831110415715
696,140831130262349
697,140831150022788
698,140831170323521
699,140831189935606
700,140831210272433
701,140831230146659
702,140831250252568
703,140831270618180
704,140831290198082
705,140831310129549
706,140831330089101
707,140831354187387
708,140831374031348
709,140831394065813
710,140831414132770
711,140831434076491
712,140831454235161
713,140831474214424
714,140831494026525
715,140831514152512
716,140831533983271
717,140831555306540
718,140831574064688
719,140831594493412
720,140831614781822
721,140831634282701
722,140831654357617
723,140831674422161
724,140831694380550
725,140831713931044
726,140831734447972
727,140831754105109
728,140831774414592
729,140831794202322
730,140831814110793
731,140831834219182
732,140831858474244
733,140831878116134
734,140831898403279
735,140831918353608
736,140831938474965
737,140831958045010
738,140831978067579
739,140831998105298
740,140832018045582
741,140832037991825
742,140832058447936
743,140832078382719
744,140832098210699
745,140832118056258
746,140832138087536
747,140832158094425
748,140832180621284
749,140832198313976
750,140832218051824
751,140832238118051
752,140832258120211
753,140832278098073
754,140832298127662
755,140832318082021
756,140832338929340
757,140832362248156
758,140832382253899
759,140832402514868
760,140832422469884
761,140832442711383
762,140832462647346
763,140832482544099
764,140832503100834
765,140832522306442
766,140832542689264
767,140832562751653
768,140832582827990
769,140832602805138
770,140832622730960
771,140832642766173
772,140832662741453
773,140832682274006
774,140832702372144
775,140832722251686
776,140832742295476
777,140832762301185
778,140832782259204
779,140832802412999
780,140832822330000
781,140832842292116
782,140832866741626
783,140832886365990
784,140832906296467
785,140832926315729
786,140832947062122
787,140832966301375
788,140832986874840
789,140833006513313
790,140833026574177
791,140833046850021
792,140833066737370
793,140833086879013
794,140833106868372
795,140833126207415
796,140833146667549
797,140833166401186
798,140833186797728
799,140833206793850
800,140833226688029
801,140833246665890
802,140833266117772
803,140833286694838
804,140833306661661
805,140833326717179
806,140833346244227
807,140833370207558
808,140833390245344
809,140833410310471
810,140833430315615
811,140833450717238
812,140833470670951
813,140833490698391
814,140833510736277
815,140833530769324
816,140833550478192
817,140833570935292
818,140833590502158
819,140833610728407
820,140833630746407
821,140833650850586
822,140833670736092
823,140833690369401
824,140833710763622
825,140833730266485
826,140833751471477
827,140833770467899
828,140833790687828
829,140833811024521
830,140833830985952
831,140833850867251
832,140833874701838
833,140833894239851
834,140833914793484
835,140833934579807
836,140833954888566
837,140833974368772
838,140833994709901
839,140834014644080
840,140834034923092
841,140834054812374
842,140834074509340
843,140834094731785
844,140834114336726
845,140834134580674
846,140834154426743
847,140834174533912
848,140834194375980
849,140834214347431
850,140834234423510
851,140834254274877
852,140834274299125
853,140834294359392
854,140834314913415
855,140834337522962
856,140834354328980
857,140834378096700
858,140834398241681
859,140834418367958
860,140834438302994
861,140834458610469
862,140834478296069
863,140834498221854
864,140834518392768
865,140834538237056
866,140834558965303
867,140834579029287
868,140834599013368
869,140834618888860
870,140834638250308
871,140834658548612
872,140834678214724
873,140834698730782
874,140834718501508
875,140834738514336
876,140834758791080
877,140834778561062
878,140834798486427
879,140834819312126
880,140834838581977
881,140834858391479
882,140834882495310
883,140834902441295
884,140834922161431
885,140834942497055
886,140834962408070
887,140834982521046
888,140835002540327
889,140835022575881
890,140835042646600
891,140835063115604
892,140835082403955
893,140835102417738
894,140835122403550
895,140835142487008
896,140835162468458
897,140835182275041
898,140835202274976
899,140835222355386
900,140835242220323
901,140835262336290
902,140835282182038
903,140835302414755
904,140835322435483
905,140835342365979
906,140835362302969
907,140835386354203
908,140835406196583
909,140835426299362
910,140835446196762
911,140835466109927
912,140835486127227
913,140835506499753
914,140835525982826
915,140835546226246
916,140835566510654
917,140835586825280
918,140835606100799
919,140835625926122
920,140835646534067
921,140835666105232
922,140835686507735
923,140835706065324
924,140835726564952
925,140835746604036
926,140835766527603
927,140835786377063
928,140835805936739
929,140835826404860
930,140835846029446
931,140835866332686
932,140835889796687
933,140835909988457
934,140835930019963
935,140835951355280
936,140835970329143
937,140835990271223
938,140836010023453
939,140836030124005
940,140836049993523
941,140836071146330
942,140836090770372
943,140836110355193
944,140836130340868
945,140836150399425
946,140836170465273
947,140836190054877
948,140836210153756
949,140836230050454
950,140836250203164
951,140836270322245
952,140836290203394
953,140836310295395
954,140836330326113
955,140836350359845
956,140836370206385
957,140836394285835
958,140836414007962
959,140836433865259
960,140836454202050
961,140836473960128
962,140836493960390
963,140836513887707
964,140836534198676
965,140836554124790
966,140836574539086
967,140836594629094
968,140836614182623
969,140836634530254
970,140836654024262
971,140836674405390
972,140836694088718
973,140836714540240
974,140836734545763
975,140836754313344
976,140836774671388
977,140836794090141
978,140836814050639
979,140836834148737
980,140836854409763
981,140836874419801
982,140836897848633
983,140836918181143
984,140836938030550
985,140836958066179
986,140836978240658
987,140836998367854
988,140837018255296
989,140837038325375
990,140837058212064
991,140837080047059
992,140837098369052
993,140837118811513
994,140837138703384
995,140837158811087
996,140837178062171
997,140837198526175
998,140837218173665
999,140837238326528
1000,140837258354213
1001,140837278509004
1002,140837298670729
1003,140837318800558
1004,140837338722259
1005,140837358119520
1006,140837378637659
1007,140837402737484
1008,140837422412175
1009,140837442174701
1010,140837461976759
1011,140837482264746
1012,140837501988247
1013,140837522722761
1014,140837542509892
1015,140837562648997
1016,140837583233071
1017,140837602428674
1018,140837622455754
1019,140837642365879
1020,140837662250479
1021,140837682362243
1022,140837702297060
1023,140837722728318
1024,140837742141278
1025,140837762538634
1026,140837782649931
1027,140837802435208
1028,140837822718288
1029,140837842551357
1030,140837862410858
1031,140837882370661
1032,140837906555888
1033,140837926436377
1034,140837947115760
1035,140837966429626
1036,140837986320816
1037,140838006659704
1038,140838026210819
1039,140838046392808
1040,140838066322357
1041,140838086910100
1042,140838106834078
1043,140838126591278
1044,140838146446945
1045,140838166023559
1046,140838186486321
1047,140838206573213
1048,140838226510216
1049,140838246969176
1050,140838266471736
1051,140838286786708
1052,140838306474551
1053,140838327244444
1054,140838346312078
1055,140838366579449
1056,140838385984936
1057,140838410887654
1058,140838430533815
1059,140838450121400
1060,140838471540207
1061,140838490262808
1062,140838510200341
1063,140838530105085
1064,140838550030303
1065,140838570047470
1066,140838590518079
1067,140838610458260
1068,140838630482496
1069,140838650216473
1070,140838670216395
1071,140838690360472
1072,140838710220756
1073,140838730473309
1074,140838750088929
1075,140838770344815
1076,140838790239355
1077,140838810478283
1078,140838831313751
1079,140838850757081
1080,140838870181973
1081,140838890481203
1082,140838914489410
1083,140838935021614
1084,140838954514976
1085,140838974175753
1086,140838994509566
1087,140839014326529
1088,140839034683360
1089,140839054399503
1090,140839074312778
1091,140839095190472
1092,140839114346612
1093,140839134746764
1094,140839154272271
1095,140839174361255
1096,140839194350783
1097,140839214343151
1098,140839234140907
1099,140839254213378
1100,140839278191857
1101,140839304130796
1102,140839321041944
1103,140839342256169
1104,140839360222988
1105,140839381005232
1106,140839399174016
1107,140839423182383
1108,140839442217164
1109,140839462544787
1110,140839483376959
1111,140839502912498
1112,140839522802253
1113,140839542839975
1114,140839562838364
1115,140839579612671
1116,140839598862785
1117,140839618695956
1118,140839638531562
1119,140839658342863
1120,140839678207180
1121,140839698403402
1122,140839718205172
1123,140839738436870
1124,140839758290273
1125,140839778272744
1126,140839798753212
1127,140839818261195
1128,140839838952251
1129,140839858267495
1130,140839878293530
1131,140839898304967
1132,140839922217789
1133,140839942378187
1134,140839962204953
1135,140839982207235
1136,140840003149167
1137,140840022339862
1138,140840042207604
1139,140840062350225
1140,140840083068430
1141,140840102373608
1142,140840122429109
1143,140840142369755
1144,140840162308094
1145,140840182287718
1146,140840202169040
1147,140840222294130
1148,140840242293597
1149,140840262397464
1150,140840282448094
1151,140840302380369
1152,140840322240497
1153,140840342504789
1154,140840362484883
1155,140840382549381
1156,140840402428317
1157,140840426460619
1158,140840446268688
1159,140840466365879
1160,140840486577353
1161,140840506866283
1162,140840528381637
1163,140840546490980
1164,140840569428324
1165,140840589322814
1166,140840606969169
1167,140840627254926
1168,140840646717431
1169,140840669381339
1170,140840687335205
1171,140840706636860
1172,140840728543998
1173,140840749135392
1174,140840769755876
1175,140840790751300
1176,140840808108639
1177,140840826479899
1178,140840848759862
1179,140840866795163
1180,140840886476583
1181,140840906477964
1182,140840932872837
1183,140840951199439
1184,140840971440557
1185,140840990371599
1186,140841010412244
1187,140841030422023
1188,140841050852475
1189,140841070518439
1190,140841090973820
1191,140841110516659
1192,140841130384560
1193,140841150191521
1194,140841170677080
1195,140841190325707
1196,140841210294594
1197,140841230268323
1198,140841250436162
1199,140841270336840
1200,140841290232720
1201,140841310177434
1202,140841330146880
1203,140841352772644
1204,140841370160589
1205,140841390081282
1206,140841410475211
1207,140841433992916
1208,140841454456508
1209,140841474000061
1210,140841494560577
1211,140841514293114
1212,140841534437533
1213,140841554324704
1214,140841574260316
1215,140841594205586
1216,140841614193705
1217,140841634229898
1218,140841654180580
1219,140841674166932
1220,140841694115344
1221,140841714194696
1222,140841734076409
1223,140841754164947
1224,140841774165312
1225,140841794233257
1226,140841814145644
1227,140841835070096
1228,140841854053289
1229,140841874144985
1230,140841894115183
1231,140841914063820
1232,140841937952300
1233,140841958541355
1234,140841978482394
1235,140841998412278
1236,140842018348548
1237,140842038431166
1238,140842058287855
1239,140842078263586
1240,140842100335366
1241,140842118299829
1242,140842138387238
1243,140842158278259
1244,140842178172236
1245,140842198717282
1246,140842218286280
1247,140842239231907
1248,140842258231964
1249,140842278416857
1250,140842297901986
1251,140842318141164
1252,140842339029227
1253,140842358310622
1254,140842378102387
1255,140842398054820
1256,140842418034017
1257,140842442051138
1258,140842462008531
1259,140842482126078
1260,140842502112079
1261,140842522080518
1262,140842541969108
1263,140842562044150
1264,140842582297637
1265,140842602487253
1266,140842622136913
1267,140842642070240
1268,140842662013274
1269,140842684801217
1270,140842703287668
1271,140842722322292
1272,140842742093048
1273,140842762146929
1274,140842782049347
1275,140842802289834
1276,140842821845082
1277,140842842730096
1278,140842862279700
1279,140842882167237
1280,140842902337445
1281,140842922214221
1282,140842946770237
1283,140842966172789
1284,140842986102085
1285,140843006302914
1286,140843026061980
1287,140843045947270
1288,140843066046971
1289,140843087188767
1290,140843106505603
1291,140843126364532
1292,140843146052474
1293,140843166143688
1294,140843186025564
1295,140843206308987
1296,140843226127012
1297,140843246138528
1298,140843266028608
1299,140843286233227
1300,140843306260221
1301,140843326204690
1302,140843346709482
1303,140843366391716
1304,140843386044271
1305,140843406418866
1306,140843426215757
1307,140843450252531
1308,140843470046427
1309,140843490103015
1310,140843510159354
1311,140843530188332
1312,140843550108019
1313,140843570186852
1314,140843590223467
1315,140843610472027
1316,140843630266996
1317,140843650093124
1318,140843669991987
1319,140843690332689
1320,140843710193721
1321,140843729996026
1322,140843750032142
1323,140843770101994
1324,140843789911632
1325,140843810303657
1326,140843830130759
1327,140843850350867
1328,140843870184511
1329,140843890292800
1330,140843910420828
1331,140843930369326
1332,140843954519324
1333,140843974283299
1334,140843994067904
1335,140844015218962
1336,140844034182124
1337,140844054268765
1338,140844074163580
1339,140844094795167
1340,140844114492503
1341,140844134398213
1342,140844154119344
1343,140844174300687
1344,140844194162255
1345,140844214321005
1346,140844234211311
1347,140844254131169
1348,140844273851665
1349,140844294088119
1350,140844314215811
1351,140844334094248
1352,140844354532354
1353,140844374269294
1354,140844396964526
1355,140844414497470
1356,140844434164449
1357,140844458377030
1358,140844478155811
1359,140844498304187
1360,140844518138822
1361,140844538208332
1362,140844558179224
1363,140844578400839
1364,140844599440249
1365,140844618219367
1366,140844638173738
1367,140844658241004
1368,140844678257073
1369,140844698128866
1370,140844718264726
1371,140844738136098
1372,140844757961346
1373,140844778151362
1374,140844797892188
1375,140844818390771
1376,140844838054775
1377,140844858360656
1378,140844878037423
1379,140844898144899
1380,140844918240912
1381,140844938159162
1382,140844962518745
1383,140844982451879
1384,140845002352963
1385,140845022339765
1386,140845042270726
1387,140845062388350
1388,140845082479080
1389,140845103681259
1390,140845122829742
1391,140845142854479
1392,140845162508911
1393,140845182421813
1394,140845202649915
1395,140845222331362
1396,140845242299478
1397,140845262456015
1398,140845282453437
1399,140845302540118
1400,140845322212648
1401,140845342536963
1402,140845362998008
1403,140845382526004
1404,140845402359993
1405,140845422330772
1406,140845442405797
1407,140845466202947
1408,140845486222690
1409,140845506395214
1410,140845526468974
1411,140845546444548
1412,140845566261616
1413,140845586293407
1414,140845607336926
1415,140845626532986
1416,140845646535037
1417,140845666377547
1418,140845686522925
1419,140845706312976
1420,140845726345535
1421,140845746291692
1422,140845766357390
1423,140845786482501
1424,140845806324412
1425,140845826350320
1426,140845846715774
1427,140845867346506
1428,140845886393911
1429,140845906374269
1430,140845926283127
1431,140845946965246
1432,140845970395952
1433,140845990281952
1434,140846010723894
1435,140846030066485
1436,140846049896539
1437,140846070189216
1438,140846089986188
1439,140846110649622
1440,140846132128937
1441,140846150622122
1442,140846170435824
1443,140846190321509
1444,140846210267921
1445,140846230245569
1446,140846250278910
1447,140846270309106
1448,140846290359481
1449,140846310253031
1450,140846330180994
1451,140846350387091
1452,140846370100269
1453,140846390047703
1454,140846410419038
1455,140846429978289
1456,140846449974802
1457,140846473830530
1458,140846493868024
1459,140846513979114
1460,140846534422480
1461,140846553954473
1462,140846573899430
1463,140846594011656
1464,140846614468575
1465,140846634119860
1466,140846653961980
1467,140846674246497
1468,140846694027482
1469,140846713959234
1470,140846734135512
1471,140846754018220
1472,140846774038563
1473,140846794019548
1474,140846814066732
1475,140846834135445
1476,140846857468763
1477,140846877993833
1478,140846894609093
1479,140846914450545
1480,140846935633598
1481,140846957032299
1482,140846981742059
1483,140846998574533
1484,140847019059919
1485,140847038335966
1486,140847058808381
1487,140847081229549
1488,140847099053247
1489,140847119395244
1490,140847138044850
1491,140847159787229
1492,140847179490110
1493,140847198368632
1494,140847219950280
1495,140847242141750
1496,140847260531914
1497,140847278760721
1498,140847298323310
1499,140847318466036
1500,140847338300452
1501,140847361642866
1502,140847379608139
1503,140847402527179
1504,140847421471735
1505,140847438162778
1506,140847458437092
1507,140847482304318
1508,140847502341989
1509,140847522198010
1510,140847542274668
1511,140847562376970
1512,140847582299409
1513,140847602215467
1514,140847622668930
1515,140847642397831
1516,140847662474191
1517,140847682672807
1518,140847702518446
1519,140847722356334
1520,140847742508093
1521,140847762279866
1522,140847782557913
1523,140847802414570
1524,140847822385427
1525,140847842253805
1526,140847862986970
1527,140847882523444
1528,140847902399742
1529,140847922278605
1530,140847942289443
1531,140847962577673
1532,140847986420122
1533,140848006551058
1534,140848026361870
1535,140848046312667
1536,140848066340766
1537,140848086513583
1538,140848106394803
1539,140848127237587
1540,140848146603170
1541,140848166369191
1542,140848186421258
1543,140848206410270
1544,140848226566044
1545,140848246788486
1546,140848266379233
1547,140848286543103
1548,140848306646561
1549,140848326222012
1550,140848346584140
1551,140848367282442
1552,140848386558578
1553,140848406417082
1554,140848426240502
1555,140848446411092
1556,140848466302907
1557,140848490265702
1558,140848510305070
1559,140848530334142
1560,140848550473880
1561,140848570296330
1562,140848590260800
1563,140848611156871
1564,140848630312658
1565,140848650388063
1566,140848670134459
1567,140848690573645
1568,140848710304523
1569,140848730395046
1570,140848750368369
1571,140848770489189
1572,140848790421757
1573,140848810335034
1574,140848830369820
1575,140848850418646
1576,140848872369109
1577,140848890564414
1578,140848910438708
1579,140848930275203
1580,140848950995426
1581,140848970458898
1582,140848994244432
1583,140849014369206
1584,140849034618615
1585,140849054537096
1586,140849074360627
1587,140849096445020
1588,140849117372497
1589,140849134083725
1590,140849154371274
1591,140849174282472
1592,140849194210662
1593,140849214225435
1594,140849234192251
1595,140849254250671
1596,140849274837464
1597,140849294039214
1598,140849314148762
1599,140849334199186
1600,140849354188384
1601,140849374350092
1602,140849394394141
1603,140849414028668
1604,140849435135295
1605,140849454063409
1606,140849474165035
1607,140849498768519
1608,140849518302398
1609,140849538256794
1610,140849558203700
1611,140849578116143
1612,140849598229749
1613,140849619000572
1614,140849638504582
1615,140849658255168
1616,140849678197441
1617,140849698224599
1618,140849718227889
1619,140849738315467
1620,140849758225555
1621,140849778005574
1622,140849798012252
1623,140849817972842
1624,140849838197980
1625,140849858095528
1626,140849878306403
1627,140849899189499
1628,140849918145000
1629,140849938139343
1630,140849958077992
1631,140849977921293
1632,140850002049425
1633,140850022243758
1634,140850042403651
1635,140850062281686
1636,140850082198238
1637,140850102197445
1638,140850122572879
1639,140850142421697
1640,140850162151979
1641,140850182448961
1642,140850202631801
1643,140850222586355
1644,140850242479593
1645,140850262453247
1646,140850282441155
1647,140850302847432
1648,140850322043718
1649,140850342430633
1650,140850362232609
1651,140850382315918
1652,140850402168150
1653,140850422080746
1654,140850442429054
1655,140850462193973
1656,140850482488994
1657,140850506678038
1658,140850526470798
1659,140850546495255
1660,140850566147583
1661,140850586166777
1662,140850606540129
