# frame_index,read_ok,t_before_read_ns,t_after_read_ns
317,1,30093168196237,30093188337568
318,1,30093188342888,30093212355062
319,1,30093212360134,30093232145941
320,1,30093232150862,30093252188694
321,1,30093252194185,30093272191849
322,1,30093272196934,30093292248041
323,1,30093292253318,30093312182532
324,1,30093312187354,30093332349714
325,1,30093332354728,30093352239968
326,1,30093352245301,30093372161337
327,1,30093372167412,30093392193401
328,1,30093392198311,30093412407334
329,1,30093412412678,30093432362018
330,1,30093432367242,30093452314183
331,1,30093452319810,30093472299516
332,1,30093472304377,30093492287476
333,1,30093492293405,30093512256506
334,1,30093512261467,30093532289506
335,1,30093532294540,30093552135577
336,1,30093552141211,30093572308192
337,1,30093572313503,30093592221911
338,1,30093592226829,30093612259234
339,1,30093612264331,30093631987293
340,1,30093631991714,30093652492798
341,1,30093652497638,30093672433179
342,1,30093672438212,30093692471704
343,1,30093692477178,30093712279975
344,1,30093712285274,30093732308264
345,1,30093732313323,30093752227641
346,1,30093752233153,30093772264315
347,1,30093772269408,30093792278222
348,1,30093792283232,30093812294668
349,1,30093812299795,30093832250963
350,1,30093832271664,30093852357503
351,1,30093852375292,30093872182119
352,1,30093872187624,30093892341378
353,1,30093892347992,30093911910808
354,1,30093911915368,30093931886823
355,1,30093931891667,30093951862565
356,1,30093951867277,30093976127549
357,1,30093976132937,30093996181248
358,1,30093996186541,30094016285989
359,1,30094016291938,30094036179417
360,1,30094036184486,30094056183936
361,1,30094056189429,30094076142840
362,1,30094076148277,30094096244230
363,1,30094096249791,30094116117150
364,1,30094116122628,30094136159085
365,1,30094136164532,30094156129474
366,1,30094156133740,30094176235666
367,1,30094176241223,30094196134121
368,1,30094196139347,30094216047446
369,1,30094216055766,30094236167127
370,1,30094236172473,30094256273237
371,1,30094256278592,30094276026462
372,1,30094276031580,30094296169265
373,1,30094296174756,30094316110482
374,1,30094316115967,30094336255389
375,1,30094336260747,30094356108810
376,1,30094356114126,30094376755749
377,1,30094376760325,30094396209415
378,1,30094396214870,30094415921624
379,1,30094415926603,30094436269452
380,1,30094436274909,30094456206436
381,1,30094456211841,30094476157750
382,1,30094476163250,30094496175686
383,1,30094496181298,30094516075372
384,1,30094516080653,30094536123303
385,1,30094536128671,30094556073198
386,1,30094556078256,30094576088232
387,1,30094576093647,30094596142117
388,1,30094596147632,30094616245619
389,1,30094616250901,30094636100837
390,1,30094636106854,30094656277293
391,1,30094656281713,30094676155646
392,1,30094676174807,30094696154835
393,1,30094696160421,30094720047633
394,1,30094720053123,30094740149472
395,1,30094740155069,30094760119243
396,1,30094760124937,30094779933158
397,1,30094779937957,30094800047280
398,1,30094800053084,30094820167588
399,1,30094820172952,30094840084438
400,1,30094840089743,30094860185870
401,1,30094860193108,30094880091817
402,1,30094880107630,30094900107624
403,1,30094900113246,30094920217309
404,1,30094920223078,30094940260568
405,1,30094940266194,30094960075372
406,1,30094960080806,30094980175233
407,1,30094980180797,30095000241335
408,1,30095000251291,30095020018763
409,1,30095020025387,30095040121133
410,1,30095040126515,30095060228916
411,1,30095060234881,30095080250879
412,1,30095080256295,30095100268772
413,1,30095100274149,30095120205977
414,1,30095120211186,30095140194496
415,1,30095140200169,30095160185199
416,1,30095160190076,30095180219407
417,1,30095180225002,30095200168350
418,1,30095200173844,30095219947641
419,1,30095219952348,30095240187466
420,1,30095240192691,30095260247436
421,1,30095260252753,30095280195918
422,1,30095280201097,30095300228000
423,1,30095300233410,30095320077417
424,1,30095320082828,30095340135359
425,1,30095340141061,30095360103530
426,1,30095360109265,30095380156010
427,1,30095380161856,30095400031127
428,1,30095400039111,30095420138117
429,1,30095420143297,30095440269519
430,1,30095440275082,30095460287013
431,1,30095460292428,30095484088339
432,1,30095484093343,30095504228036
433,1,30095504233276,30095524126696
434,1,30095524131950,30095544240596
435,1,30095544259471,30095564168538
436,1,30095564174114,30095584183147
437,1,30095584189039,30095604194996
438,1,30095604200563,30095624242899
